time_s,energy_Wh,E_fly_total,E_hover_total,E_tx_total,uav_x,uav_y,served_node,aoi_avg,aoi_max
94.30682076551687,2.7157833359744465,2.7149170243958936,0.0008459793715636353,2.033220698954346e-05,577.0634963906424,973.2078831040134,0,91.16326007333299,94.30682076551687
137.59794983396685,3.962594549084194,3.9608619259270883,0.0016919587431272706,4.066441397908692e-05,89.71616427143047,794.0279554023678,1,129.8677908139841,137.59794983396685
188.199027641703,5.419892194120507,5.417293259384849,0.002537938114690906,6.099662096863038e-05,683.6063863191322,668.7393099944501,2,174.1955677003301,188.199027641703
241.40831216386806,6.952291887697405,6.948826641383193,0.003383917486254541,8.132882795817384e-05,183.9351909141732,271.6182867280379,3,219.35790848369953,241.40831216386806
265.08831834716096,7.634410319859795,7.630078761967029,0.004229896857818176,0.0001016610349477173,324.3888083153068,518.3512757852724,4,234.20163738875368,265.08831834716096
284.5028337131663,8.193706010773512,8.188508141302194,0.005075876229381811,0.00012199324193726076,360.76024988921273,748.2147538775155,5,244.13272496432018,284.5028337131663
344.59344445509925,9.924250158515639,9.918185977465766,0.005921855600945446,0.0001423254489268042,309.87777727348885,29.176473755822997,6,292.7368875577498,344.59344445509925
385.6886456863652,11.107830693586154,11.100900200957728,0.006767834972509081,0.00016265765591634768,646.5291289570322,389.1873847552082,7,320.97580059947023,385.6886456863652
422.42714651788725,12.165962151676592,12.158165347469613,0.0076138143440727165,0.00018298986290589116,777.3723389573872,809.9226387328804,8,343.63339654706294,422.42714651788725
483.1302300820554,13.91414215756249,13.905479041776957,0.008459793715636352,0.00020332206989543463,968.4283112516629,107.24737096090509,9,388.2321391084957,483.1302300820554
549.0714048219469,15.81315046074664,15.803621033382553,0.009305773087199988,0.0002236542768849781,181.26122306425097,185.46005274010923,10,435.8709336876557,549.0714048219469
596.7545342844842,17.186427197069037,17.1760314581264,0.010151752458763624,0.00024398648387452158,428.06102148347367,701.4181597641904,11,463.6622453407101,596.7545342844842
652.6386526525654,18.795847435153647,18.784585384632457,0.01099773183032726,0.00026431869086406505,888.3369443089833,214.05121008837202,12,497.7917419537059,652.6386526525654
672.2823621276208,19.36174265938191,19.34961429728217,0.011843711201890896,0.0002846508978536085,882.5571800347619,449.45382261072706,13,495.0260393578404,672.2823621276208
738.8360656623033,21.27838843241245,21.265393758734156,0.012689690573454532,0.000304983104843152,234.58446430590962,915.890867007551,14,536.9518740371128,738.8360656623033
790.0562550256851,22.7535130947043,22.739652109447455,0.013535669945018168,0.0003253153118326955,749.8282600337342,581.2260814267906,15,561.8368548996386,790.0562550256851
830.3654171093456,23.914460013393224,23.89973271655783,0.014381649316581804,0.00034564751882223895,763.7350869098432,97.9671521361286,16,574.4671697463207,830.3654171093456
908.6067002572518,26.167643978192995,26.152050369779047,0.01522762868814544,0.0003659797258117824,197.0194406646276,846.2229650173126,17,622.4215628856522,908.6067002572518
976.7105032815308,28.128924114928832,28.11246419493633,0.016073608059709074,0.0003863119328013259,777.3558812089736,271.16651482588094,18,657.96834913388,976.7105032815308
992.7407848574412,28.590772433680545,28.57344620210949,0.01691958743127271,0.00040664413979086937,588.4955186180059,306.36517804315645,19,640.9072712145422,992.7407848574412
1032.0181451520068,29.72200911981,29.703816576660394,0.017765566802836343,0.00042697634678041284,224.71558026876093,7.069268916182314,20,645.7840266707079,1032.0181451520068
1049.008075055838,30.211490047168496,30.19243119244034,0.018611546174399977,0.0004473085537699563,45.572242817226716,103.87892246077169,21,627.8070207393444,1049.008075055838
1103.6901222044933,31.786297226950968,31.766372060644258,0.01945752554596361,0.0004676407607594998,87.01431901816458,758.50206042794,22,645.69939714785,1103.6901222044933
1148.9696294901307,33.090362827359904,33.069571349474636,0.020303504917527245,0.00048797296774904326,274.6239760685173,248.8319452650807,23,652.6799167838165,1148.9696294901307
