time_s,energy_Wh,uav_x,uav_y,served_node,aoi_avg,aoi_max
94.30642311355052,4.715104603439062,577.0634963906424,973.2078831040134,0,91.16287567643215,94.30642311355052
137.59715453003417,6.8794246220247794,89.71616427143047,794.0279554023678,1,129.86703527524799,137.59715453003417
188.197834685804,9.409242077574806,683.6063863191322,668.7393099944501,2,174.19445427482438,188.197834685804
241.40672155600274,12.069469868846278,183.9351909141732,271.6182867280379,3,219.35645042648966,241.40672155600274
265.08633008732926,13.25323374317414,324.3888083153068,518.3512757852724,4,234.19984795490515,265.08633008732926
284.50044780136824,14.223723076637624,360.76024988921273,748.2147538775155,5,244.13061740889856,284.50044780136824
344.59066089133484,17.22801717889749,309.87777727348885,29.176473755822997,6,292.7344751358207,344.59066089133484
385.68546447063443,19.282540805624002,646.5291289570322,389.1873847552082,7,320.9730965660992,385.68546447063443
422.42356765019014,21.11922941236332,777.3723389573872,809.9226387328804,8,343.6304141573152,422.42356765019014
483.1262535623919,24.154147155734947,968.4283112516629,107.24737096090509,9,388.2288916174372,483.1262535623919
549.0670306503171,27.45096945789274,181.26122306425097,185.46005274010923,10,435.8674343503517,549.0670306503171
596.749762460888,29.834889496182818,428.06102148347367,701.4181597641904,11,463.6585074122264,596.749762460888
652.6334831770027,32.62885897975009,888.3369443089833,214.05121008837202,12,497.787778689108,652.6334831770027
672.2767950000917,33.610808018666084,882.5571800347619,449.45382261072706,13,495.02186401219393,672.2767950000917
738.8301008828079,36.938256760563426,234.58446430590962,915.890867007551,14,536.9474998654829,738.8301008828079
790.0498925942233,39.49902979389573,749.8282600337342,581.2260814267906,15,561.8322951570909,790.0498925942233
830.3586570259173,41.51425146324197,763.7350869098432,97.9671521361286,16,574.4624376879212,830.3586570259173
908.5995425218571,45.426079185800496,197.0194406646276,846.2229650173126,17,622.4166717664656,908.5995425218571
976.7029478941697,48.83103290217766,777.3558812089736,271.16651482588094,18,657.9633122089726,976.7029478941697
992.7328318181137,49.6323105461364,588.4955186180059,306.36517804315645,19,640.9021017389795,992.7328318181137
1032.009794460713,51.5959421260279,224.71558026876093,7.069268916182314,20,645.778737899555,1032.009794460713
1048.9993267125778,52.44520218638268,45.572242817226716,103.87892246077169,21,627.8016259276675,1048.9993267125778
1103.6809762092669,55.17906810897867,87.01431901816458,758.50206042794,22,645.6939095507144,1103.6809762092669
1148.960085842938,57.44280703842376,274.6239760685173,248.8319452650807,23,652.6743496562873,1148.960085842938
