alpha,avg_aoi,energy_norm
0.0,173.74209522337995,0.986376571749815
0.25,173.74209522337995,0.986376571749815
0.5,173.74209522337995,0.986376571749815
0.75,173.74209522337995,0.986376571749815
1.0,173.74209522337995,0.986376571749815
