alpha,avg_aoi,energy_norm,beta,gamma
0.0,194.87073772425484,0.993058896363042,0.8,1.6
0.25,192.97499074256015,0.9992689007332707,1.0,1.35
0.5,192.97499074256015,0.9992689007332707,1.2000000000000002,1.1
0.75,192.97499074256015,0.9992689007332707,1.4000000000000001,0.8500000000000001
1.0,192.97499074256015,0.9992689007332707,1.6,0.6000000000000001
