alpha,avg_aoi,energy_norm,beta,gamma
0.0,194.87726647258916,0.9930855733517086,0.8,1.6
0.25,192.98058856928384,0.9992921355298513,1.0,1.35
0.5,192.98058856928384,0.9992921355298513,1.2000000000000002,1.1
0.75,192.98058856928384,0.9992921355298513,1.4000000000000001,0.8500000000000001
1.0,192.98058856928384,0.9992921355298513,1.6,0.6000000000000001
