time_s,energy_Wh,uav_x,uav_y,served_node,aoi_avg,aoi_max
60.588415881631356,3.0292214271481597,511.82162470025673,516.0685855478787,0,58.56880201891031,60.588415881631356
66.28702371335811,3.3139524518010886,549.5936876730595,459.33588288540375,8,62.057842393525135,66.28702371335811
75.33919366126177,3.766361582262863,453.4978894806515,509.4958815215094,15,68.5987058860534,75.33919366126177
79.37794212345248,3.9680996384389897,409.1991363691613,528.5892632600217,7,69.991522944129,79.37794212345248
102.37401018284999,5.117703674475456,134.04169724716473,510.888884466533,16,89.57512399743149,102.37401018284999
111.81410900911634,5.589509248855364,144.15961271963374,623.4897555375004,2,95.2880858567273,111.81410900911634
132.9650146080797,6.646855161870124,160.65200877512686,876.5370964165805,28,112.00682430208806,132.9650146080797
158.30205608300312,7.913507868682886,311.83145201048546,613.0033010530404,4,132.0671305742447,158.30205608300312
160.56153284899455,8.026282340049049,329.73171649909216,592.941018104284,12,128.9745562452696,160.56153284899455
175.25592880033642,8.760802770682734,403.11298644712923,753.0302077021779,17,137.82708790326694,175.25592880033642
185.88693912202876,9.292153919833941,280.4087579860399,787.096941554801,21,142.26186692089166,185.88693912202876
189.00783142797363,9.447999168197775,262.3133404418495,819.626719119277,19,139.0824981792374,189.00783142797363
192.70454387163164,9.632635423447267,276.89120404537084,861.2834961776684,27,136.35572582717438,192.70454387163164
195.54931023533874,9.774674374699213,303.19482929164496,839.8815210314087,14,132.68218184970354,195.54931023533874
207.4778317879344,10.370901085395587,423.32644897257563,917.2977047909027,5,137.6947756760347,207.4778317879344
218.47790803726014,10.920705530928466,538.1433132192782,852.6328384806567,11,141.41225499078507,218.47790803726014
218.832596441303,10.9382405841972,541.2268555474342,855.2269742870702,26,134.47252351345114,218.832596441303
241.41343767811094,12.067083279104187,750.3646726300526,683.2869060032572,20,149.0062501609887,241.41343767811094
244.93871630855006,12.243147843692736,753.5131086748066,641.328169139375,10,144.36690491447624,244.93871630855006
264.7480250278707,13.23341391272536,948.6494471372439,776.6831143422979,3,155.35127946620116,264.7480250278707
268.19184149156007,13.40540536897642,980.7371998012386,802.36416113453,23,149.85536788017183,268.19184149156007
295.7633342292008,14.783780638925046,969.9254132161326,471.9097193587902,29,167.56808281017254,295.7633342292008
319.026918460328,15.946760483547997,788.4287034284043,260.0974477372232,13,180.19743642595543,319.026918460328
334.5775625500917,16.724093321102778,961.6571936637868,191.32392605720028,24,184.59549509738278,334.5775625500917
340.95345148187323,17.042688400758447,950.4636963259353,115.86561247077032,1,179.60626897976854,340.95345148187323
353.0161877308305,17.645625846272903,827.7025938204417,39.59287666420286,6,179.9017989710315,353.0161877308305
362.296567233693,18.10944545448262,724.7899407735337,81.55261736351271,25,177.10562623277085,362.296567233693
384.2879231781424,19.208813884771686,485.1909744316351,191.61625902013523,22,186.28738473794888,384.2879231781424
408.06546525498544,20.39749162168043,203.45524067614963,147.92203578495656,18,196.46274463962575,408.06546525498544
424.3849348171569,21.213265732855596,27.559113243068367,62.3495791498756,9,198.63604970789194,363.79651893552546
479.7042087858492,23.979030064356806,511.82162470025673,516.0685855478787,0,239.98479724644366,413.417185072491
485.4028166175759,24.263761089009737,549.5936876730595,459.33588288540375,8,231.7128786480298,410.0636229563141
494.4549865654796,24.716170219471515,453.4978894806515,509.4958815215094,15,226.79452216579287,415.07704444202705
498.4937350276703,24.917908275647644,409.1991363691613,528.5892632600217,7,216.862744197843,396.1197248448203
521.4898030870678,26.067512311684112,134.04169724716473,510.888884466533,16,225.8882858270999,409.67569407795145
530.9299019133341,26.539317886064023,144.15961271963374,623.4897555375004,2,221.35785822322572,397.9648873052545
552.0808075122975,27.596663799078783,160.65200877512686,876.5370964165805,28,228.53823739204844,393.77875142929446
577.4178489872209,28.863316505891547,311.83145201048546,613.0033010530404,4,239.90475243683127,416.8563161382265
