alpha,avg_aoi,energy_norm,beta,gamma
0.0,194.82938686525273,0.9928899334408074,0.8,1.6
0.25,192.93953602264807,0.9991217394784212,1.0,1.35
0.5,192.93953602264807,0.9991217394784212,1.2000000000000002,1.1
0.75,192.93953602264807,0.9991217394784212,1.4000000000000001,0.8500000000000001
1.0,192.93953602264807,0.9991217394784212,1.6,0.6000000000000001
