alpha,avg_aoi,energy_norm,beta,gamma
0.0,194.85933047501433,0.9930122854288813,0.8,1.6
0.25,192.96521003094858,0.9992283041131952,1.0,1.35
0.5,192.96521003094858,0.9992283041131952,1.2000000000000002,1.1
0.75,192.96521003094858,0.9992283041131952,1.4000000000000001,0.8500000000000001
1.0,192.96521003094858,0.9992283041131952,1.6,0.6000000000000001
