time_s,energy_Wh,uav_x,uav_y,served_node,aoi_avg,aoi_max
94.3062201685053,4.715096598384501,577.0634963906424,973.2078831040134,0,91.16267949622176,94.3062201685053
137.59674863994374,6.879408611915658,89.71616427143047,794.0279554023678,1,129.8666496796621,137.59674863994374
188.19722585066833,9.409218062411123,683.6063863191322,668.7393099944501,2,174.1938860286978,188.19722585066833
241.40590977582184,12.069437848628032,183.9351909141732,271.6182867280379,3,219.35570629465718,241.40590977582184
265.0853153621032,13.253193717901333,324.3888083153068,518.3512757852724,4,234.1989347022017,265.0853153621032
284.49923013109697,14.223675046310253,360.76024988921273,748.2147538775155,5,244.12954180015893,284.49923013109697
344.58924027601836,17.227961143515557,309.87777727348885,29.176473755822997,6,292.7332439358797,344.58924027601836
385.68384091027275,19.28247676518751,646.5291289570322,389.1873847552082,7,320.9717165397917,385.68384091027275
422.42174114478325,21.11915736687227,777.3723389573872,809.9226387328804,8,343.62889206947597,422.42174114478325
483.1242241119399,24.154067105189334,968.4283112516629,107.24737096090509,9,388.22723423290137,483.1242241119399
549.0647982548198,27.450881402292566,181.26122306425097,185.46005274010923,10,435.86564843395405,549.0647982548198
596.7473271203455,29.834793435528084,428.06102148347367,701.4181597641904,11,463.65659972880155,596.7473271203455
652.6308448914151,32.6287549140408,888.3369443089833,214.05121008837202,12,497.78575600349063,652.6308448914151
672.2739537694589,33.61069594790223,882.5571800347619,449.45382261072706,13,495.0197330892193,672.2739537694589
738.8270567071298,36.93813668474501,234.58446430590962,915.890867007551,14,536.9452674699859,738.8270567071298
790.0466454735,39.498901713022754,749.8282600337342,581.2260814267906,15,561.8299680539059,790.0466454735
830.3552069601488,41.51411537731443,763.7350869098432,97.9671521361286,16,574.4600226418831,830.3552069601488
908.5958895110434,45.4259350948184,197.0194406646276,846.2229650173126,17,622.4141755424098,908.5958895110434
976.6990919383109,48.83088080614101,777.3558812089736,271.16651482588094,18,657.9607415717333,976.6990919383109
992.7287729172097,49.63215044504519,588.4955186180059,306.36517804315645,19,640.899463453392,992.7287729172097
1032.0055326147638,51.59577401988213,224.71558026876093,7.069268916182314,20,645.7760387304537,1032.0055326147638
1048.9948619215834,52.44502607518235,45.572242817226716,103.87892246077169,21,627.7988726398873,1048.9948619215834
1103.6763084732272,55.178883992723776,87.01431901816458,758.50206042794,22,645.6911089090902,1103.6763084732272
1148.9552151618532,57.442614917114305,274.6239760685173,248.8319452650807,23,652.6715084256543,1148.9552151618532
