alpha,avg_aoi,energy_norm,beta,gamma
0.0,194.87117523499862,0.9930606840669841,0.8,1.6
0.25,192.9753658694923,0.9992704577657363,1.0,1.35
0.5,192.9753658694923,0.9992704577657363,1.2000000000000002,1.1
0.75,192.9753658694923,0.9992704577657363,1.4000000000000001,0.8500000000000001
1.0,192.9753658694923,0.9992704577657363,1.6,0.6000000000000001
