alpha,avg_aoi,energy_norm,beta,gamma
0.0,194.8465312103633,0.9929599866082526,0.8,1.6
0.25,192.95423578871439,0.9991827535274864,1.0,1.35
0.5,192.95423578871439,0.9991827535274864,1.2000000000000002,1.1
0.75,192.95423578871439,0.9991827535274864,1.4000000000000001,0.8500000000000001
1.0,192.95423578871439,0.9991827535274864,1.6,0.6000000000000001
